Author,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
Jovan Ranin,"Jevtovic D., Salemovic D., Ranin J., Pesic-Pavlovic I., Korac M., Djurkovic-Djakovic O.",The prognosis of patients with dissociated virological and immunological responses to HAART,2010,Biomedicine and Pharmacotherapy,64,10,,692,696,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649842995&doi=10.1016%2fj.biopha.2010.08.004&partnerID=40&md5=e15c5a6d074981bd344c7553f2a7f586,Article,Scopus
Jovan Ranin,"Jevtovic Dj., Salemovic D., Ranin J., Dulovic O., Ilic D., Brmbolic B.","The prognosis of highly active antiretroviral therapy (HAART) treated HIV infected patients in Serbia, related to the time of treatment initiation",2010,Journal of Clinical Virology,47,2,,131,135,0,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74149085732&doi=10.1016%2fj.jcv.2009.11.017&partnerID=40&md5=3b908712276b5b789cf488e4702f14d5,Article,Scopus
Jovan Ranin,"Korac M., Brmbolic B., Salemovic D., Ranin J., Stojsic Z., Jevtovic D., Nikolic J.",Diagnostic esophago-gastro-duodenoscopy (EGD) in patients with AIDS-related upper gastrointestinal abnormalities,2009,Hepato-Gastroenterology,56,96,,1675,1678,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74949095960&partnerID=40&md5=505521b3a89db477fd3e6b07750287a4,Article,Scopus
Jovan Ranin,"Jevtovic Dj., Vanovac V., Veselinovic M., Salemovic D., Ranin J., Stefanova E.",The incidence of and risk factors for HIV-associated cognitive-motor complex among patients on HAART,2009,Biomedicine and Pharmacotherapy,63,8,,561,565,0,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349482973&doi=10.1016%2fj.biopha.2008.09.015&partnerID=40&md5=acc9f5bac35725608213bcc42c56b727,Article,Scopus
Jovan Ranin,"Jevtovic D., Salemovic D., Ranin J., Brmbolic B., Djurkovic-Djakovoc O.",The prognosis of pediatric AIDS in Serbia,2009,Current HIV Research,7,3,,287,292,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649099433&doi=10.2174%2f157016209788347912&partnerID=40&md5=bba377e94ec5f30796a146e31ce4de1e,Review,Scopus
Jovan Ranin,"Jevtovic Dj., Dragovic G., Salemovic D., Ranin J., Djurkovic-Djakovic O.","The metabolic syndrome, an epidemic among HIV-infected patients on HAART",2009,Biomedicine and Pharmacotherapy,63,5,,337,342,0,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749122041&doi=10.1016%2fj.biopha.2008.09.011&partnerID=40&md5=c00ba582fb188560458ed8c1edb981a6,Article,Scopus
Jovan Ranin,"Dragovic G.J., Smith C.J., Jevtovic D.J., Johnson M.A., Ranin J., Salemovic D., Youle M.S.",Comparison of nucleoside reverse transcriptase inhibitor use as part of first-line therapy in a serbian and a UK HIV clinic,2009,HIV Clinical Trials,10,5,,306,313,0,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74149092542&doi=10.1310%2fhct1005-306&partnerID=40&md5=393f49c1b30216dcac37a913bcce064d,Article,Scopus
Jovan Ranin,"Dujic M., Jevtovic Dj., Salemovic D., Ranin J., Brmbolic B., Djurkovic-Djakovic O.",The prognosis of CMV retinitis among patients with AIDS in Serbia,2008,Biomedicine and Pharmacotherapy,62,7,,443,447,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349118363&doi=10.1016%2fj.biopha.2007.12.011&partnerID=40&md5=2f5315cc1495cde73c6fdcbf2cc4ee45,Article,Scopus
Jovan Ranin,"Djunic I., Jevtovic D.L., Ranin J., Salemovic D., Tomin D., Mihaljevic B.",Serbian lymphoma study group (SLG): The prognosis of AIDS-related non-Hodgkin's lymphoma,2008,Biomedicine and Pharmacotherapy,62,1,,12,15,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149075218&doi=10.1016%2fj.biopha.2007.05.012&partnerID=40&md5=5dfe2c4594b1482c2f0a15af7f993e77,Article,Scopus
Jovan Ranin,"Jevtovic Dj., Ranin J., Salemovic D., Pesic I., Dragovic G., Zerjav S., Djurkovic-Djakovic O.",The prevalence and risk of hepatitis flares in a Serbian cohort of HIV and HCV co-infected patients treated with HAART,2008,Biomedicine and Pharmacotherapy,62,1,,21,25,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149057512&doi=10.1016%2fj.biopha.2006.12.005&partnerID=40&md5=cc2c2ff9d45ea42d062950b135ff1d0d,Article,Scopus
Jovan Ranin,"Jevtovic D.O., Salemovic D., Ranin J., Pesic I., Zerjav S., Djurkovic-Djakovic O.",Long-term survival of HIV-infected patients treated with highly active antiretroviral therapy in Serbia and Montenegro,2007,HIV Medicine,8,2,,75,79,0,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847784487&doi=10.1111%2fj.1468-1293.2007.00429.x&partnerID=40&md5=c65e658624786906231ddc32024f2b9a,Article,Scopus
Jovan Ranin,"Knezevic A., Stepanovic S., Cupic M., Jevtovic D., Ranin J., Jovanovic T.",Reduced quantity and hydrogen-peroxide production of vaginal lactobacilli in HIV positive women,2005,Biomedicine and Pharmacotherapy,59,9,,521,523,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844574314&doi=10.1016%2fj.biopha.2005.06.010&partnerID=40&md5=d3aa291c55c29ff88631c6c9bd775462,Article,Scopus
Jovan Ranin,"Jevtovic D., Salemovic D., Ranin J., Peŝic I., Ẑerjav S., Djurkovic-Djakovic O.",The dissociation between virological and immunological responses to HAART,2005,Biomedicine and Pharmacotherapy,59,8,,446,451,0,26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25644432892&doi=10.1016%2fj.biopha.2005.07.006&partnerID=40&md5=98fa8891046c16c1f9c6b9baf99b5794,Article,Scopus
Jovan Ranin,"Jevtovic D.J., Salemovic D., Ranin J., Pesic I., Zerjav S., Djurkovic-Djakovic O.",The prevalence and risk immune restoration disease in HIV-infected patients treated with highly active antiretroviral therapy,2005,HIV Medicine,6,2,,140,143,0,125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15844397256&doi=10.1111%2fj.1468-1293.2005.00277.x&partnerID=40&md5=9980890ec2c1b2126bca57fb047ba5d8,Article,Scopus
Jovan Ranin,"Stanojevic M., Zerjav S., Jevtovic D., Salemovic D., Ranin J.",CMV DNA in blood and CSF of HIV infected patients,2002,Virus Research,85,1,,117,122,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037161349&doi=10.1016%2fS0168-1702%2802%2900023-0&partnerID=40&md5=a8925f4c8dd98e463f0ff0bd47ee96d9,Article,Scopus
Jovan Ranin,"Korac M., Jelic S., Jevtovic Dj., Brmbolic B., Salemovic D., Ranin J.",AIDS-related extranodal non-Hodgkin's lymphomas,1999,Journal of B.U.ON.,4,3,,233,239,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032866320&partnerID=40&md5=b1c78c7f71f39ea52df8e3007992b414,Article,Scopus
Jovan Ranin,"Ranin J., Salemovic D., Brmbolic B., Misic S., Jevtovic D.",Cryptosporidial enteritis in patients with acquired immunodeficiency syndrome (AIDS) in Yugoslavia,1997,Archives of Gastroenterohepatology,16,1,,2,4,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031060585&partnerID=40&md5=582e1841cb3fd8ef6ce7a6db96396382,Article,Scopus
Jovan Ranin,"Brmbolic B., Jevtovic D., Salemovic D., Ranin J., Boricic I., Begic-Janeva A.",Indications for percutaneous liver biopsy in patients with hepatomegaly and human immunodeficiency virus infection. Experience on 120 cases,1997,Romanian Journal of Gastroenterology,6,2,,75,80,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031000231&partnerID=40&md5=ee67e5e7a82c607113fb58b1d0b27cc8,Article,Scopus
Jovan Ranin,"Brmbolic B., Salemovic D., Ranin J., Jevtovic D., Boricic I., Begic-Janeva A.",Liver damages in patients infected with human immunodeficiency virus (HIV) [OSTECENJA JETRE KOD PACIJENATA INFICIRANIH VIRUSOM HUMANE IMUNODEFICIJENCIJE (HIV-OM)],1996,Archives of Gastroenterohepatology,15,1,,36,41,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030030288&partnerID=40&md5=d164cc6cdaa745649853b2a47d5ec151,Review,Scopus
Jovan Ranin,"Brmbolic B., Jevtovic D., Salemovic D., Ranin J., Boricic I., Begic-Janev A.",The correlation between activity of chronic aggressive hepatitis B and progression of HIV-infection,1996,Romanian Journal of Gastroenterology,5,1,,5,8,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029927515&partnerID=40&md5=45183ff9b5b68c07179487d096b4a3e3,Article,Scopus
Jovan Ranin,"Brmbolic B.J., Boricic I., Salemovic D.R., Jevtovic D.Lj., Ranin J.T., Begic-Janeva A.",Focal tuberculosis of the liver with local hemorrhage in a patient with acquired immunodeficiency syndrome,1996,Liver,16,3,,218,220,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029783104&doi=10.1111%2fj.1600-0676.1996.tb00731.x&partnerID=40&md5=e40bca4e0d761304e1e8951bae8630ac,Article,Scopus
Jovan Ranin,"Brmbolic B., Jevtovic D., Ranin J., Salemovic D., Zerjav S., Stojsic Z., Laban A.",Esophagitis in patients with acquired immunodeficiency syndrome (AIDS). Diagnosis and treatment,1993,Archives of Gastroenterohepatology,12,4-Mar,,97,100,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027146581&partnerID=40&md5=e41a2e73a8890c12c9b78a64cb241821,Article,Scopus
Jovan Ranin,"Brmbolic B., Jevtovic D., Ranin J., Boricic I., Begic-Janev A.",Granulomata in the liver of patients infected with human immunodeficiency virus (HIV),1993,Archives of Gastroenterohepatology,12,2-Jan,,1,3,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027477153&partnerID=40&md5=83e9a19411dfa1a61138dde29fb651f7,Article,Scopus
Jovan Ranin,"Salemovic D., Jevtovic D., Brmbolic B., Ranin J., Tucakovic M.",Treatment and prophylaxis of opportunistic infections in individuals infected with HIV [Lecenje i profilaksa oportunistickih infekcija u bolesnika inficiranih HIV-om.],1992,Srpski arhiv za celokupno lekarstvo,120 Suppl 5,NaN,,17,21,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149179565&partnerID=40&md5=fc08deeb750dfc26a56749fc98a6810a,Review,Scopus
Jovan Ranin,"Jevtovic D., Ranin J., Salemovic D., Brmbolic B., Zerjav S.",Antiretroviral therapy of acquired immunodeficiency syndrome (AIDS) [Antiretrovirusna terapija sindroma stecene imunodeficijencije (AIDS-om).],1992,Srpski arhiv za celokupno lekarstvo,120 Suppl 5,NaN,,38,41,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149108019&partnerID=40&md5=79dd0daaa1cd6e6454ce517b64895f00,Review,Scopus
Jovan Ranin,"Brbmolic B., Jevtovic D., Ranin J., Salemovic D., Zerjav S.",Diseases of digestive system in patients with AIDS [Oboljenja digestivnog sistema u bolesnika sa AIDS-om.],1992,Srpski arhiv za celokupno lekarstvo,120 Suppl 5,NaN,,27,29,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149107349&partnerID=40&md5=3e95660eb757a300d8d78ad55953021e,Review,Scopus
Jovan Ranin,"Ranin J., Jevtovic D., Brmbolic B., Salemovic D., Zerjav S., Lalovic-Brajovic M.",Neurological disorders associated with HIV infection [Neuroloske komplikacije HIV infekcije.],1992,Srpski arhiv za celokupno lekarstvo,120 Suppl 5,NaN,,13,15,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149176458&partnerID=40&md5=f02dee4c48e8ac141c5cdd2175342e5d,Review,Scopus
Jovan Ranin,"Jevtovic D., Tucakovic M., Ranin J., Salemovic D., Brmbolic B., Misic S., Dulovic O.",Pulmonary manifestations of acquired immunodeficiency syndrome (AIDS) [Plucne manifestacije sindroma stecene imunodeficijencije (AIDS-om).],1992,Srpski arhiv za celokupno lekarstvo,120 Suppl 5,NaN,,47,50,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149174140&partnerID=40&md5=15c09563ffa0e0a6083611d56fea0dba,Review,Scopus
Jovan Ranin,"Mavra M., Thompson E.J., Nikolic J., Krunic A., Ranin J., Levic Z., Keir G., Luxton R., Youl B.D.",The occurrence of oligoclonal IgG in tears from patients with MS and systemic immune disorders,1990,Neurology,40,8,,1259,1262,0,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025179001&partnerID=40&md5=d8a002c6657fa7585ec368c1b7e92eee,Article,Scopus
Branko Milosevic,"Despotovic A., Milosevic B., Milosevic I., Mitrovic N., Cirkovic A., Jovanovic S., Stevanovic G.","Hospital-acquired infections in the adult intensive care unit—Epidemiology, antimicrobial resistance patterns, and risk factors for acquisition and mortality",2020,American Journal of Infection Control,NaN,NaN,,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079857416&doi=10.1016%2fj.ajic.2020.01.009&partnerID=40&md5=e788be51eebda27c7f9ada58a5fc49d2,Article,Scopus
Branko Milosevic,"Milosevic B., Cevik M., Urosevic A., Nikolic N., Poluga J., Jovanovic M., Milosevic I., Micic J., Paglietti B., Barac A.",Risk factors associated with poor clinical outcome in pyogenic spinal infections: 5-years’ intensive care experience,2020,Journal of Infection in Developing Countries,14,1,,36,41,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079135647&doi=10.3855%2fjidc.12260&partnerID=40&md5=0e3ad5c503118e85ffa1897833b04ad4,Article,Scopus
Branko Milosevic,"Poluga J., Barac A., Katanic N., Rubino S., Milosevic B., Urosevic A., Mitrovic N., Kelic I., Micic J., Stevanovic G.",Tick-borne encephalitis in serbia: A case series,2019,Journal of Infection in Developing Countries,13,6,,510,515,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069843367&doi=10.3855%2fjidc.11516&partnerID=40&md5=17095a1423ba223aa03021fea7e0653d,Article,Scopus
Branko Milosevic,"Poluga J., Karic U., Dakic Z., Katanic N., Lavadinovic L., Milosevic B., Nikolic N., Urosevic A., Jegorovic B., Pavlovic M.",Severe imported malaria in a serbian referral center [Teska importovana malarija u tercijarnoj zravstvenoj ustanovi u Srbiji],2019,Vojnosanitetski Pregled,76,5,,470,475,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069729995&doi=10.2298%2fVSP170509124P&partnerID=40&md5=9a21b9be5726bcae45da21f3cb0c0947,Article,Scopus
Branko Milosevic,"Milosevic I., Korac M., Popovic N., Lavadinovic L., Urosevic A., Milosevic B., Jevtovic D., Pelemis M., Stevanovic G.","Influenza a H1N1 virus infection among pregnant women in a tertiary hospital in Belgrade, Serbia",2018,Journal of Infection in Developing Countries,12,5,,380,384,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048273787&doi=10.3855%2fjidc.8454&partnerID=40&md5=b4dfb4bbda8eaaca85a4355e43f683df,Article,Scopus
Branko Milosevic,"Popovic N., Korac M., Nesic Z., Milosevic B., Urosevic A., Jevtovic D., Mitrovic N., Markovic A., Jordovic J., Katanic N., Barac A., Milosevic I.",Oral teicoplanin versus oral vancomycin for the treatment of severe Clostridium difficile infection: a prospective observational study,2018,European Journal of Clinical Microbiology and Infectious Diseases,37,4,,745,754,0,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040059962&doi=10.1007%2fs10096-017-3169-3&partnerID=40&md5=2f8e00ba4b22cfd0788328dffa94b742,Article,Scopus
Branko Milosevic,"Urosevic A., Dulovic O., Milosevic B., Maksic N., Popovic N., Milosevic I., Delic D., Jevtovic D., Poluga J., Jordovic J., Perunicic S., Stevanovic G.",The Importance of Haematological and Biochemical Findings in Patients with West Nile Virus Neuroinvasive Disease,2016,Journal of Medical Biochemistry,35,4,,451,457,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994834780&doi=10.1515%2fjomb-2016-0022&partnerID=40&md5=7009ec5fc3fad529f352846bcbdeadd0,Article,Scopus
Branko Milosevic,"Poluga J., Milosevic I., Jordovic J., Dakic Z., Lavadinovic L., Stevanovic G., Milosevic B., Jevtovic Dj., Pavlovic M.",Clinical characteristics of imported malaria: An 11-year experience in a Serbian referral center,2016,Journal of Infection in Developing Countries,10,7,,770,776,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980413851&doi=10.3855%2fjidc.6799&partnerID=40&md5=97d156d4214323e9f28233df49b71dbe,Article,Scopus
Branko Milosevic,"Jovanovic M., Milosevic B., Tosic T., Stevanovic G., Mioljevic V., Indic N., Velebit B., Zervos M.","Molecular typing, pathogenicity factor genes and antimicrobial susceptibility of vancomycin resistant enterococci in Belgrade, Serbia",2015,Acta Microbiologica et Immunologica Hungarica,62,2,,147,160,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938692435&doi=10.1556%2f030.62.2015.2.5&partnerID=40&md5=cc4bb66c20abc0a7ac758364ae888508,Article,Scopus
Branko Milosevic,"Popovic N., Korac M., Nesic Z., Milosevic B., Urosevic A., Jevtovic D., Pelemis M., Delic D., Prostran M., Milosevic I.",Oral teicoplanin for successful treatment of severe refractory clostridium difficile infection,2015,Journal of Infection in Developing Countries,9,10,,1062,1067,0,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945540326&doi=10.3855%2fjidc.6335&partnerID=40&md5=5ad8c834caf65c9a674f5406aa874d5a,Article,Scopus
Branko Milosevic,"Pavlovic M., Dakic Z., Milosevic B., Korac M., Brmbolic B., Dzamic A.",Human case of fasciolosis in Serbia treated with triclabendazole [Humana fascioloza u Srbiji lecena triklabendazolom],2014,Vojnosanitetski Pregled,71,2,,202,206,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893833083&doi=10.2298%2fVSP1402202P&partnerID=40&md5=75c86a1a45a5b7f4079f43244e4d0d35,Article,Scopus
Branko Milosevic,"Milosevic I., Korac M., Stevanovic G., Jevtovic D., Milosevic B., Jovanovic M., Dulovic O., Pavlovic M.","Nosocomial infections in the intesive care unit, univerisity hospital for infectious and tropical diseases, Belgrade, Serbia [Bolnicke infekcije u Odeljenju intenzivne nege univerzitetske klinike za infektivne i tropske bolesti, Beograd]",2014,Vojnosanitetski Pregled,71,2,,131,136,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893868743&doi=10.2298%2fVSP1402131M&partnerID=40&md5=f1a88f9c8abed1d372e68d3bd5324477,Article,Scopus
Branko Milosevic,"Popovic N., Milosevic B., Urosevic A., Poluga J., Popovic N., Stevanovic G., Milosevic I., Korac M., Mitrovic N., Lavadinovic L., Nikolic J., Dulovic O.",Clinical characteristics and functional outcome of patients with West Nile neuroinvasive disease in Serbia,2014,Journal of Neurology,261,6,,1104,1111,0,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903637449&doi=10.1007%2fs00415-014-7318-7&partnerID=40&md5=13d757600afdfcac87bf64894aafc5ee,Article,Scopus
Branko Milosevic,"Jovanovic M., Milosevic B., Dulovic O., Pelemis M., Stevanovic G., Tosic T., Stosovic B., Zervos M.J.",Molecular characterization of vancomycin-resistant enterococci in Serbia: Intensive care unit as the source,2013,Acta Microbiologica et Immunologica Hungarica,60,4,,433,446,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890064360&doi=10.1556%2fAMicr.60.2013.4.5&partnerID=40&md5=aa700cf6c87288214726fb943771ba8e,Article,Scopus
Branko Milosevic,"Peric-Popadic A., Bogic M., Tomic-Spiric V., Djuric V., Bolpacic J., Milosevic B., Spasic S., Raskovic S.",Acute meningoencephalitis in a patient with systemic lupus erythematosus [Akutni meningoencefalitis kod bolesnice sa sistemskim eritemskim lupusom],2013,Vojnosanitetski Pregled,70,7,,688,692,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879672297&doi=10.2298%2fVSP1307690P&partnerID=40&md5=3714c7fb495f0ccad89a55f7f5291361,Article,Scopus
Branko Milosevic,"Milosevic I., Korac M., Zerjav S., Urosevic A., Lavadinovic L., Milosevic B., Jevtovic D.",Non-specific inflammatory parameters in patients with pandemic H1N1 influenza,2013,Biomedicine and Pharmacotherapy,67,3,,218,220,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875546799&doi=10.1016%2fj.biopha.2012.11.001&partnerID=40&md5=3858bf8dc18efd4f68edee891bfe292d,Article,Scopus
Branko Milosevic,"Colovic N., Suvajdzic N., Vidovic A., Cupic M., Milosevic B., Tomin D., Colovic M.",Varicella-Zoster virus encephalitis during standard induction chemotherapy for acute myeloid leukemia,2013,Biomedicine and Aging Pathology,3,1,,43,46,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876037444&doi=10.1016%2fj.biomag.2013.01.008&partnerID=40&md5=1c9f80ba2aa89f13a3621414e0d06ee8,Article,Scopus
Branko Milosevic,"Popovic N., Milosevic B., Urosevic A., Poluga J., Lavadinovic L., Nedelijkovic J., Jevtovic D., Dulovic O.","Outbreak of west Nile virus infection among humans in Serbia, August to October 2012",2013,Eurosurveillance,18,43,,0,0,0,46,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886651899&doi=10.2807%2f1560-7917.ES2013.18.43.20613&partnerID=40&md5=0ed63b9426594e7dc1e59ebab88443e3,Article,Scopus
Branko Milosevic,"Popovic N., Stefanovic-Budimkic M., Mitrovic N., Urosevic A., Milosevic B., Pelemis M., Jevtovic D., Beslac-Bumbasirevic L., Jovanovic D.",The frequency of poststroke infections and their impact on early stroke outcome,2013,Journal of Stroke and Cerebrovascular Diseases,22,4,,424,429,0,30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877046593&doi=10.1016%2fj.jstrokecerebrovasdis.2013.03.003&partnerID=40&md5=52edba4b38ec5aa3577518e64d366913,Article,Scopus
Branko Milosevic,"Dakic Z., Pelemis M., Djurkovic-Djakovic O., Lavadinovic L., Nikolic A., Stevanovic G., Poluga J., Ofori-Belic I., Milosevic B., Pavlovic M.","Imported malaria in Belgrade, Serbia, between 2001 and 2009",2011,Wiener Klinische Wochenschrift,123,SUPPL. 1,,15,19,0,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655163867&doi=10.1007%2fs00508-011-0040-x&partnerID=40&md5=e404dff9c8f7ea4f0196f8c0f1a1fcd1,Article,Scopus
Branko Milosevic,"Korac M., Milosevic B., Lavadinovic L., Janjic A., Brmbolic B.",Disseminated BCG infection in patients with urinary bladder carcinoma,2009,Medicinski pregled,62,12-Nov,,592,595,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953196551&partnerID=40&md5=a51ffd40365bd7f87fcc65fb6ea875c9,Article,Scopus
Branko Milosevic,"Dulovic O., Stevanovic G., Milosevic B., Gvozdenovic E., Dokic L., Popovic N., Nikolic S., Pavlovic M.",Systemic manifestations in the course of meningococcal disease,2009,Vojnosanitetski Pregled,66,8,,629,634,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249109546&doi=10.2298%2fVSP0908629D&partnerID=40&md5=460eb446fb6b7c6d38fad4fda252c70f,Article,Scopus
Branko Milosevic,"Dokic L., Delic D., Dulovic O., Korac M., Milosevic B., Lavadinovic L.",The frequency of pathological ultrasonographic findings of the gallbladder in patients with infectious diseases,2007,Medicinski pregled,60,2-Jan,,89,92,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35548946174&doi=10.2298%2fMPNS0702089D&partnerID=40&md5=6d00d679f1a4960f955302d1ab4f41e4,Article,Scopus
Branko Milosevic,"Dragojlovic J., Milosevic B., Sasic N., Pelemis M., Sasic M.",Streptococcus suis infection--clinical manifestations,2005,Medicinski pregled,58,6-May,,236,239,0,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645640711&doi=10.2298%2fMPNS0506236D&partnerID=40&md5=285fc58c8bc359bbda0de295ceea1dde,Article,Scopus
Branko Milosevic,"Dragojlovic J., Milosevic B., Sasic M.","Endocranial bacterial infections originating in the otorhinolaryngologic area [Bakterijske infekcije endokranijuma s ishodistem u ""otorinolaringoloskoj regiji"".]",2002,Srpski arhiv za celokupno lekarstvo,130 Suppl 1,NaN,,16,21,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036582028&partnerID=40&md5=0f79e5d58ebc1c20e6df4301b1ba7f89,Article,Scopus
Branko Milosevic,"Nikolic S., Vujosevic M., Sasic M., Poluga J., Misic S., Najdanovic L., Dulovic O., Dragojlovic J., Milosevic B.",Neurologic manifestations in trichinosis [Neuroloske manifestacije u toku trihinoze.],1998,Srpski arhiv za celokupno lekarstvo,126,6-May,,209,213,0,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032057807&partnerID=40&md5=e6c03eb1c34db15f6e92efc0aed33ded,Article,Scopus
Branko Milosevic,"Milosevic B., Sasic M., Dragojlovic J.",Therapy problems in treatment of lung aspergillosis and tuberculosis,1996,Medical Microbiology Letters,5,SUPPL. 1,,0,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846679122&partnerID=40&md5=a57c825cb51d52bbf99f2aec38de126e,Article,Scopus
Branko Milosevic,"Dragojlovic J., Sasic M., Milosevic B.",Some a spects of protection against tetanus,1996,Medical Microbiology Letters,5,SUPPL. 1,,0,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846651398&partnerID=40&md5=c52799e290eaa19b40804663d198b6e2,Article,Scopus
Branko Milosevic,"Sasic M., Dragojlovic J., Milosevic B., Pavlovic M., Pelemis M.",Therapeutical problems related to systemic bacteria-induced inflammatory response (SIRS) of prolonged course,1996,Medical Microbiology Letters,5,SUPPL. 1,,0,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846667931&partnerID=40&md5=7c589399ce3318ea723135cee5a5b64f,Article,Scopus
Branko Milosevic,"Kljajic V., Stojadinovic Z., Petrovic M., Milosevic B., Jovanovic M.",Retroperitoneal foreign bodies [Strana tela retroperitoneuma.],1989,Acta chirurgica Iugoslavica,36 Suppl 1,NaN,,163,164,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024824311&partnerID=40&md5=b734826f2c2d38088a99d0c55c65ac54,Article,Scopus
Goran Stevanovic,"Barac A., Cevik M., Colovic N., Lekovic D., Stevanovic G., Micic J., Rubino S.",Investigation of a healthcare-associated Candida tropicalis candidiasis cluster in a haematology unit and a systematic review of nosocomial outbreaks,2020,Mycoses,63,4,,326,333,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078658518&doi=10.1111%2fmyc.13048&partnerID=40&md5=da40ced0fa5a1397427c67a98615e36d,Review,Scopus
Goran Stevanovic,"Despotovic A., Milosevic B., Milosevic I., Mitrovic N., Cirkovic A., Jovanovic S., Stevanovic G.","Hospital-acquired infections in the adult intensive care unit—Epidemiology, antimicrobial resistance patterns, and risk factors for acquisition and mortality",2020,American Journal of Infection Control,NaN,NaN,,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079857416&doi=10.1016%2fj.ajic.2020.01.009&partnerID=40&md5=e788be51eebda27c7f9ada58a5fc49d2,Article,Scopus
Goran Stevanovic,"Trivic A., Cevik M., Folic M., Krejovic-Trivic S., Rubino S., Micic J., Stevanovic G., Milovanovic J., Jotic A., Barac A.",Management of Orbital Complications of Acute Rhinosinusitis in Pediatric Patients: A 15-Year Single-Center Experience,2019,Pediatric Infectious Disease Journal,38,10,,994,998,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072746882&doi=10.1097%2fINF.0000000000002414&partnerID=40&md5=0c69eec96c323399a1ee50ea8f1f77f7,Article,Scopus
